web-scraper-order,web-scraper-start-url,titoli,link,link-href,descr,autor,date,skill
"1611343160-3131","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","","Da 0 ad Hacker...Per Principianti Assoluti!Per Aspiranti Ethical Hacker che Sanno di Non Sapere Niente di Ethical Hacking...e ancora meno di Sicurezza Informatica!The Phoenix Group, SecurityHero.it TrainingValutazione: 4,5 su 54,5(901)10,5 ore totali134 lezioniPrincipiantePrezzo attuale129,99 €Best seller","https://www.udemy.com/course/da-0-ad-hacker/","DescrizioneAdesso ti spiego perché questo Corso è differente da tutti gli altri!Innanzitutto, questo corso è destinato e dedicato a tutti i PRINCIPIANTI ASSOLUTI, quelli che hanno SOLO sentito parlare di Hacker, di Ethical Hacker e del mondo della Sicurezza Informatica in generale…Principianti ma con un gran curiosità e voglia di scoprire e di affrontare nuove sfide.Questo corso è differente perché affronteremo l’Ethical Hacking da una prospettiva differente, da un punto di vista in cui pochi formatori l’hanno trattato: cercheremo di eliminare completamente la complessità di tale materia e di ridurre quindi al minimo l’esecuzione di comandi dal terminale e l’eventuale scrittura di codice (questa sarà argomento di corsi più avanzati).In altre parole, utilizzeremo SOLO strumenti e tool accessibili tramite un’INTERFACCIA GRAFICA, sia per sistemi Windows che per sistemi Linux.L’obiettivo sarà comprendere il CONCETTO, il modus operandi rimuovendo tutto ciò che non è strettamente necessario, come appunto l’esecuzione di lunghissimi comandi o l’utilizzo di un linguaggio di programmazione.Inutile dirlo: se avete già esperienza in queste materie allora questo NON è il corso che fa per voi…non acquistatelo!Entrando nel dettaglio, percorreremo tutte le fasi di un PENETRATION TEST, semplificando il tutto e mostrando, passo dopo passo, l’installazione di ogni strumento o tool che andremo ad utilizzare.Il percorso è strutturato in dieci semplici passi:1. PRIMO PASSO: Preparati all'Attacco!2. SECONDO PASSO: Raccogli le Informazioni!3. TERZO PASSO: Scansiona la Rete!4. QUARTO PASSO: Enumera le Risorse!5. QUINTO PASSO: Identifica le Vulnerabilità!6. SESTO PASSO: Attacca il Sistema!7. SETTIMO PASSO: Attacca la Web Application!8. OTTAVO PASSO: Attacca la Rete Locale!9. NONO PASSO: Mettiamo Insieme il Tutto!10. DECIMO PASSO: E Adesso Cosa Faccio?Per ognuna di queste fasi ci appoggeremo ad un LABORATORIO che ci servirà per svolgere tutti i nostri testi in un ambiente sicuro e protetto.Lo scopo di questo corso è quello di farti appassionare a questa materia e di spronarti successivamente ad approfondire lo studio sempre più!Seguendo questo corso NON diventerai un Ethical Hacker ma avrai tutti i requisiti per esserlo in un futuro molto prossimo!Che altro dire? In Bocca al Lupo e Buono Studio!Alla Prossima!A chi è rivolto questo corso:Chiunque sia interessato alla sicurezza informatica e all'ethical hackingChiunque voglia capire come effettuare un penetration testingChiunque sia appassionato alle tematiche di cyber-securityMostra di piùMostra meno","","Ultimo aggiornamento 12/2020",""
"1611343934-3449","https://www.udemy.com/courses/it-and-software/?lang=it&p=5&sort=newest","","Corso di programmazione JavascriptImpara da 0 a programmare tramite linguaggio JavascriptDaniele MasoneValutazione: 4,6 su 54,6(6)10,5 ore totali84 lezioniIntermedioPrezzo attuale99,99 €","https://www.udemy.com/course/corso-di-programmazione-javascript/","DescrizioneCiao e benvenuto al corso di programmazione Javascript.
Questo videocorso ti permetterà di apprendere la programmazione base in linguaggio Javascript.E' completo ed adatto agli studenti alle prime armi, richiede conoscenze di base e tratta tutti gli argomenti con semplicità e chiarezza.Ti insegnerò passo passo, dall'A alla Z, tutti i segreti di javascript. Imparerai da zero fino alle alle ultime versioni ECMASCRIPT.Ogni argomento viene trattato in maniera approfondita, con esempi pratici che ti consentiranno di comprendere tutti i concetti, anche quelli più complessi.
Per la realizzazione degli esempi, nel corso utilizzo l’ambiente di sviluppo Visual Studio Code, che è uno dei principali tool di sviluppo.

Particolare enfasi è posta sui principi e le tecniche di programmazione, sulla sintassi di questo linguaggio molto diffuso insieme ad una logica di utilizzo che consenta di operare in autonomia, ma che consenta allo studente di imparare anche altri linguaggi similari (integrando anche il corso con framework quali angular o react) in autonomia senza dover ricorrere per forza ad altri corsi di formazione.
Al termine del videocorso è possibile scaricare il Certificato di fine corso.
Nelle lezioni vengono affrontati tutti gli aspetti base del linguaggio:sintassi, variabili, tipi di datocontrol flow statement, iterazioniarrayStudieremo le funzioniOggetti in javascript, come si estendono con il prototypemonipolare il DOM e gestire gli EVENTIdesign patternarrow functione molto altro ancora!A chi è rivolto questo corso:Sviluppatori software principianti che vogliono ottenere una base generale nella programmazione lato front endSviluppatori Javascript principianti curiosi di approfondire la data scienceSviluppatori software curiosi di approfondire la data scienceMostra di piùMostra meno","","Ultimo aggiornamento 7/2020",""
"1611343382-3237","https://www.udemy.com/courses/it-and-software/?lang=it&p=8&sort=newest","","Microservizi REST con Spring BootImplementazione di Microservizi REST utilizzando il framework Spring BootDaniele SpinaValutazione: 4,2 su 54,2(25)3,5 ore totali29 lezioniPrincipiantePrezzo attuale29,99 €","https://www.udemy.com/course/microservizi-rest-con-spring-boot/","","","Ultimo aggiornamento 1/2020","Cosa impareraiCreare web app e microservizi che usano spring boot.Utilizzare Java Persistence Api ed il pattern MVC.Utilizzare Entity Manger.Utilizzare annotazioni Hibernate.Creazione e suddivisione del codice in Controller, Service e dao. Creazione DTO."
"1611342743-2944","https://www.udemy.com/courses/it-and-software/?lang=it&p=13&sort=newest","","Corso base per macOSTira fuori il meglio dal tuo Mac!Nicola LomartireValutazione: 4,1 su 54,1(61)10,5 ore totali49 lezioniTutti i livelliPrezzo attuale44,99 €","https://www.udemy.com/course/corso-base-macos/","DescrizioneQuesto corso ti guiderà passo per passo alla scoperta delle funzioni e potenzialità del tuo Mac.Partendo dalle basi (configurazione e nomenclatura della tastiera), passeremo all'esame dei vari elementi e componenti, grafici e funzionali, di macOS e progrediremo nella conoscenza di questo fantastico sistema operativo.Più tempo aspetti e più tardi aumenterai la tua produttività con il tuo Mac.Ti attendo online, a presto!
Nicola Lomartiree, come diceva Steve Jobs, One More Thingsto continuando a registrare e ad aggiungere lezioni che saranno disponibili a vita per tutti gli acquirenti del corso!Pertanto, se durante lo studente avesse necessità o desiderio di approfondire un argomento in particolare, sarà sufficiente segnalarlo con un messaggio e provvederà a illustrare quel particolare argomento.E grazie in anticipo se ti iscriverai a questo corso!NicolaA chi è rivolto questo corso:Utenti Macintosh alle prime armiUtenti avanzati che vogliano conoscere meglio il sistema operativo del proprio MacintoshUtenti professionali che vogliono ripassare i concetti chiave nell'uso quotidiano del MacintoshMostra di piùMostra meno","","Ultimo aggiornamento 11/2020",""
"1611343714-3349","https://www.udemy.com/courses/it-and-software/?lang=it&p=6&sort=newest","Microsoft Project 2019: dalla A alla Z","","","","","null",""
"1611343514-3273","https://www.udemy.com/courses/it-and-software/?lang=it&p=8&sort=newest","","Python per Ethical HackerIl metodo più efficace per diventare un ethical hackerThe Phoenix GroupValutazione: 4,5 su 54,5(107)11,5 ore totali111 lezioniTutti i livelliPrezzo attuale129,99 €","https://www.udemy.com/course/python-per-ethical-hacker/","","The Phoenix Group","Ultimo aggiornamento 12/2020",""
"1611344033-3496","https://www.udemy.com/courses/it-and-software/?lang=it&p=4&sort=newest","","CyberSecurity BasicsPiccoli Accorgimenti Grandi risultatiExprivia S.p.a.Valutazione: 4,0 su 54,0(14)37 minuti totali6 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/cybersecurity-basics/","","","Ultimo aggiornamento 9/2020","Cosa impareraiIndividuare eventuali minacce.Classificare i diversi tipi di malware.Apprenderanno tecniche e metodologie per difendersi da malintenzionati.Phishing e Vishing.Configurare correttamente il tuo dispositivo."
"1611343992-3469","https://www.udemy.com/courses/it-and-software/?lang=it&p=5&sort=newest","","Corso completo di Pytest - da 0 ad assunto!Installa, configura, testa, ottimizza ed ottieni report. Basta test a mano!Andrea BiselloValutazione: 5,0 su 55,0(2)2,5 ore totali16 lezioniTutti i livelliPrezzo attuale49,99 €","https://www.udemy.com/course/pytest-in-italiano-corso-completo/","","","Ultimo aggiornamento 7/2020","Cosa impareraiEseguire test automatici con PytestConfigurare Pytest per automatizzare test in ambienti diversi (test, produzione)Configurare Pytest per generare report di esecuzioneConfigurare Pytest per eseguire velocemente test in paralleloConfigurare Pytest per rieseguire in autonomia test fallitiConfigurare Pytest per riutilizzare risorse in test diversiInstallare il software necessario (Gratuito)"
"1611343297-3191","https://www.udemy.com/courses/it-and-software/?lang=it&p=9&sort=newest","","Linux: Teoria e PraticaCorso completo: da zero ad utente avanzato!Enrico GirardiValutazione: 4,5 su 54,5(22)7,5 ore totali171 lezioniIntermedioPrezzo attuale119,99 €","https://www.udemy.com/course/linux-teoria-e-pratica/","","","Ultimo aggiornamento 2/2020","Cosa impareraiLavorare su Linux da linea di comandoManipolare files e cartelle,Standard redirection,Ricerca di files e dentro i filesGestione di utenti, gruppi e permessiStudio a livello teorico del funzionamento del sistema operativo, dei processi e del file systemScript bash"
"1611344325-3617","https://www.udemy.com/courses/it-and-software/?lang=it&p=2&sort=newest","","Hacker della Mente: Social Engineering & OSINTIngegneria Sociale e Tecniche OSINT applicate al mondo dell'Ethical HackingSecurityHero.it Training, The Phoenix GroupValutazione: 4,6 su 54,6(128)9,5 ore totali144 lezioniTutti i livelliPrezzo attuale129,99 €","https://www.udemy.com/course/hacker-della-mente/","","SecurityHero.it Training","Ultimo aggiornamento 11/2020",""
"1611343661-3329","https://www.udemy.com/courses/it-and-software/?lang=it&p=7&sort=newest","","Analisi dei dati fotogrammetrici mediante QGISAnalisi spaziale di dati estratti da fotogrammetria tramite SAPRStefano BrugnaroValutazione: 4,3 su 54,3(12)2 ore totali6 lezioniIntermedioPrezzo attuale19,99 €","https://www.udemy.com/course/analisi-di-dati-fotogrammetrici-mediante-qgis/","","","Ultimo aggiornamento 4/2020","Cosa impareraiSi imparerà ad utilizzare il software QGIS per l'analisi spaziale in contesti legati all'utilizzo dei Sistemi Aeromobili a Pilotaggio Remoto"
"1611343495-3266","https://www.udemy.com/courses/it-and-software/?lang=it&p=8&sort=newest","","WordPress Facile! Corso Completo (18+ ore)Impara WordPress da 0 a 100 senza intoppiEmanuele BDCValutazione: 3,5 su 53,5(2)18 ore totali27 lezioniTutti i livelliPrezzo attuale44,99 €","https://www.udemy.com/course/wordpress-facile-corso-accelerato/","DescrizioneBenvenuto/a! Sei pronto/a a realizzare il tuo primo sito web professionale con Wordpress?Nella prima sezione imparerai a utilizzare WordPress in tutto il suo potenziale creando passo-passo un sito web completo (e non un semplice blog) in meno di due ore. Affronteremo tutte le tematiche più importanti della gestione di WP, dai plugin ai widget passando per la scelta dei temi, i ruoli utente e la personalizzazione. A seguire, grazie ad un corso completo di 3,5 ore, imparerai a creare un vero e proprio e-commerce sul tuo sito. Fantastico vero?Approfondiremo poi WordPress ancora più nel dettaglio fino ad arrivare alla personalizzazione dei temi avanzata tramite CSS.Ho aggiunto inoltre un ulteriore ""corso dentro il corso"" che ti insegnerà a realizzare il tuo blog da zero sulla piattaforma online di WordPress.Acquistando il corso avrai anche accesso alla mia libreria di oltre 250 eBook sul digital marketing, i social media e il copywriting (in inglese).Ci vediamo dall'altra parte!
FAQ- Di cosa si tratta?
WordPress Facile! è un corso davvero completo che ti permetterà di creare il tuo sito in WordPress in maniera facile e intuitiva.- Perché questo corso è speciale?
In due parole: perché imparerai tutto ciò che serve, senza fronzoli o tecnicismi.- Sono principiante, il corso fa per me?
Il corso è per tutti. Anche se non conosci minimamente WordPress, al termine di queste lezioni padroneggerai tutti gli strumenti dei professionisti!- Ho una garanzia?
Se il corso non ti piace potrai richiedere il rimborso a Udemy entro 30 giorni.A chi è rivolto questo corso:Studenti, Imprenditori e chiunque desideri imparare a lavorare professionalmente su WordPressMostra di piùMostra meno","","Ultimo aggiornamento 6/2020",""
"1611343211-3162","https://www.udemy.com/courses/it-and-software/?lang=it&p=9&sort=newest","Corso CPanel Facile e Veloce","","","","","null",""
"1611344022-3492","https://www.udemy.com/courses/it-and-software/?lang=it&p=4&sort=newest","","Fondamenti di Microsoft Azure (AZ-900) - Prove pratiche 2021Prova questi test pratici sui Fondamenti di Microsoft Azure (AZ-900) per preparare la tua prossima certificazione AzureNikhil SinghValutazione: 3,0 su 53,0(1)117 domandeTutti i livelliPrezzo attuale19,99 €","https://www.udemy.com/course/fondamenti-di-microsoft-azure-az-900-prove-pratiche-2020/","DescrizioneIl test pratico sui principi di base di Microsoft Azure è progettato per aiutare gli utenti a prepararsi e superare l'esame Microsoft AZ-900. L'esame AZ-900 è progettato per i candidati che desiderano dimostrare la conoscenza a livello di base dei servizi cloud di Azure. A differenza della maggior parte degli esami Microsoft, AZ-900 è destinato a candidati non tecnici, come quelli coinvolti nella vendita o nell'acquisto di soluzioni e servizi basati su cloud o che hanno un certo coinvolgimento con soluzioni e servizi basati su cloud.I candidati dovrebbero essere in grado di comprendere i concetti del cloud e i principali servizi di Azure. I candidati devono comprendere sicurezza, privacy, conformità e fiducia. I candidati devono dimostrare competenza nella comprensione dei prezzi e del supporto di Azure.Certificazione: questo esame conta come credito per le seguenti certificazioni:Fondamenti di Azure certificati MicrosoftGarantiamo che tutti gli obiettivi dell'esame siano trattati in modo approfondito, così sarai pronto per qualsiasi domanda sull'esame. Il nostro contenuto di qualità e la nostra tecnologia innovativa hanno guadagnato la prestigiosa credenziale del Provider di test per la pratica certificata Microsoft.Le domande sono simili alle domande d'esame in modo da testare la conoscenza degli obiettivi dell'esameSpiegazioni dettagliate per le risposte corrette e distrattive rafforzano il materialeLe domande riguardano i seguenti domini di esame AZ-900:Descrivere i concetti del cloud (15-20%)Descrivere i servizi di base di Azure (30-35%)Descrivere sicurezza, privacy, conformità e affidabilità (25-30%)Descrivere gli accordi sui livelli di servizio dei prezzi di Azure e i cicli di vita (20-25%)Chi dovrebbe sostenere questo esame?Per coloro che sono coinvolti nell'acquisto e nella vendita di servizi cloudUtile per le persone che vogliono convalidare le loro conoscenze di base in servizi o soluzioni cloudStudenti interessati alla preparazione per l'esame di certificazione Azure AZ-900Candidati con conoscenze tecniche limitate o assenti che sono interessati a conoscere Microsoft AzurePersone che desiderano acquisire una conoscenza dei fondamenti di AzureAumenta le tue possibilità e preparati a qualificare l'esame di pratica Microsoft Azure Fundamentals (AZ-900) con test di pratica più recenti e contenuto del corso aggiornato. Inizia a praticare ora!A chi è rivolto questo corso:Studenti interessati alla preparazione per l'esame di certificazione Azure AZ-900Candidati con conoscenze tecniche limitate o assenti che sono interessati a conoscere Microsoft AzurePersone che desiderano acquisire una conoscenza dei fondamenti di AzureMostra di piùMostra meno","","Ultimo aggiornamento 8/2020",""
